Page,Key,English,Arabic (Current),Arabic (Corrected),Notes
home,demoCard1,VIP Investor Portal,بوابة المستثمر VIP,,
home,demoCard1d,Khalid Al-Rashid — Penthouse buyer with ROI analytics,خالد الراشد — مشتري بنتهاوس مع تحليلات العائد على الاستثمار,,
home,demoCard2,Family Buyer Portal,بوابة المشتري العائلي,,
home,demoCard2d,Ahmed Al-Fahad — 3BR family with school & community focus,أحمد الفهد — عائلة ٣ غرف نوم مع اهتمام بالمدارس والمجتمع,,
home,demoCard3,Public Marketplace,السوق العام,,
home,demoCard3d,Anonymous browsing with lead capture gate,تصفّح مجهول مع بوابة التقاط العملاء المحتملين,,
home,demoCard4,CRM Dashboard,لوحة تحكم CRM,,
home,demoCard4d,Real-time behavioral intelligence & sales triggers,ذكاء سلوكي لحظي ومُحفّزات مبيعات,,
home,demoCta,Launch Full Demo,ابدأ العرض الكامل,,
home,demoSub,"Walk through a live demo of the VIP buyer experience, marketplace, and intelligence dashboard.",تجوّل في عرض حيّ لتجربة المشتري VIP والسوق ولوحة الذكاء التحليلي.,,
home,demoTitle,See It In Action,شاهد النظام مباشرةً,,
home,faq1a,No. DynamicNFC sits on top of your existing CRM and enhances it with behavioral intelligence from VIP portals.,لا. DynamicNFC يعمل فوق نظام CRM الحالي ويُعزّزه بالذكاء السلوكي من بوابات VIP.,,
home,faq1q,Is this replacing our CRM?,هل يحل محل نظام CRM الحالي؟,,
home,faq2a,"Yes. The physical NFC tap is the ultimate opt-in. Consent is explicit, invitations are intentional, and access is controlled.",نعم. النقر الفعلي على بطاقة NFC هو أعلى مستوى من الموافقة. الدعوات مقصودة والوصول مُتحكَّم فيه.,,
home,faq2q,Is this compliant with privacy laws?,هل يتوافق مع قوانين الخصوصية؟,,
home,faq3a,"Increase in booked viewings among VIP invitees versus the control group. We measure decision speed, not just clicks.",الزيادة في حجوزات المعاينة بين مدعوّي VIP مقابل المجموعة الضابطة. نقيس سرعة القرار، وليس النقرات فقط.,,
home,faq3q,What's the pilot success metric?,ما مقياس نجاح التجربة؟,,
home,faq4a,No. A tap or QR scan opens the portal instantly in the phone's browser — no downloads required.,لا. نقرة أو مسح QR يفتح البوابة فوراً في متصفح الهاتف — لا حاجة لتحميل أي شيء.,,
home,faq4q,Do buyers need an app?,هل يحتاج المشتري إلى تطبيق؟,,
home,faq5a,"90 days from VIP box delivery. Includes portal setup, card production, and a full performance review.",٩٠ يوماً من تاريخ توصيل الصناديق. تشمل إعداد البوابة، إنتاج البطاقات، ومراجعة أداء شاملة.,,
home,faq5q,How long is the pilot?,كم مدة التجربة؟,,
home,faq6a,"Yes. Each development project gets its own branded portal with custom units, floor plans, pricing, and bilingual content.",نعم. كل مشروع تطويري يحصل على بوابة مُخصصة بعلامته التجارية مع وحدات ومخططات وأسعار ومحتوى ثنائي اللغة.,,
home,faq6q,Can we customize the portal per project?,هل يمكن تخصيص البوابة لكل مشروع؟,,
home,faqTitle,Frequently Asked Questions,الأسئلة الشائعة,,
home,feat1d,Know WHO is browsing before you know WHAT they do. NFC tap = named VIP with full behavioral context.,اعرف مَن يتصفح قبل أن تعرف ماذا يفعل. نقرة NFC = عميل VIP مُعرَّف بسياق سلوكي كامل.,,
home,feat1t,Identity-First Intelligence,ذكاء الهوية أولاً,,
home,feat2d,"Real-time dashboards tracking views, pricing requests, comparisons, and bookings — per VIP and per unit.",لوحات تحكم لحظية تتتبع المشاهدات وطلبات التسعير والمقارنات والحجوزات — لكل عميل VIP ولكل وحدة.,,
home,feat2t,Behavioral Analytics,التحليلات السلوكية,,
home,feat3d,"""Why call now?"" engine. Auto-generated outreach reasons based on last 48h VIP behavior.","محرك ""لماذا تتصل الآن؟"" — أسباب تواصل مولَّدة تلقائياً بناءً على سلوك VIP خلال آخر ٤٨ ساعة.",,
home,feat3t,Sales Triggers,مُحفّزات المبيعات,,
home,feat4d,"Full Arabic support with professional real estate terminology. Every portal, dashboard, and report.",دعم عربي كامل بمصطلحات عقارية احترافية. كل بوابة ولوحة تحكم وتقرير.,,
home,feat4t,Bilingual EN/AR + RTL,ثنائي اللغة EN/AR + RTL,,
home,feat5d,Physical tap = explicit consent. No surveillance. Concierge tone in all outreach. PDPL/DPL aligned.,النقر الفعلي = موافقة صريحة. لا مراقبة. نبرة كونسيرج في جميع التواصلات. متوافق مع PDPL/DPL.,,
home,feat5t,Privacy by Design,الخصوصية بالتصميم,,
home,feat6d,Headquartered in Vancouver. Dedicated account management and priority support for Gulf developers.,مقرنا الرئيسي في فانكوفر. إدارة حسابات مُخصصة ودعم ذو أولوية للمطورين الخليجيين.,,
home,feat6t,Canada-Based Operations,عمليات مقرّها كندا,,
home,featSub,"Everything your team needs, nothing you don't",كل ما يحتاجه فريقك، ولا شيء لا تحتاجه,,
home,featTitle,Enterprise-Grade Platform,منصة بمستوى المؤسسات,,
home,heroLine1,Turn Digital Intent,حوّل النية الرقمية,,
home,heroLine2,Into Real Sales,إلى زخم مبيعات,,
home,heroLine3,Momentum,حقيقي,,
home,heroNote,Also available for enterprise NFC business cards & team solutions,متاح أيضاً لبطاقات NFC المؤسسية وحلول الفِرَق,,
home,heroSub,"DynamicNFC transforms how luxury real estate developers sell — replacing anonymous website traffic with identified, high-intent VIP buyer experiences powered by NFC technology.",DynamicNFC تُحوّل طريقة بيع المطورين العقاريين الفاخرين — من زوّار مجهولين إلى تجارب مشتري VIP مُحدّدة الهوية مدعومة بتقنية NFC.,,
home,ind1cta,Developer Solutions,حلول المطورين,,
home,ind1d,"Portfolio-wide sales acceleration. VIP buyer portals, behavioral analytics, CRM intelligence. Turn every launch into a data-driven sales engine.",تسريع المبيعات على مستوى المحفظة. بوابات مشتري VIP، تحليلات سلوكية، ذكاء CRM. حوّل كل إطلاق إلى محرك مبيعات مبني على البيانات.,,
home,ind1t,Real Estate Developers,المطورون العقاريون,,
home,ind2cta,Agent Solutions,حلول الوكلاء,,
home,ind2d,"Agent onboarding, listing links on every card, lead capture at open houses, QR sign-in sheets, and broker-level brand control.",إعداد الوكلاء، روابط العقارات على كل بطاقة، التقاط العملاء في المعارض المفتوحة، وتحكّم على مستوى الوسيط.,,
home,ind2t,Real Estate Agents,الوكلاء العقاريون,,
home,ind3cta,Enterprise Cards,البطاقات المؤسسية,,
home,ind3d,"Premium metal, 24K gold, bamboo, and PVC cards with custom encoding. Bulk ordering, team provisioning, and worldwide fulfillment.",بطاقات معدنية فاخرة، ذهب عيار ٢٤، خيزران، و PVC مع ترميز مخصص. طلبات جماعية، تزويد الفِرَق، وشحن عالمي.,,
home,ind3t,Enterprise NFC Cards,بطاقات NFC المؤسسية,,
home,indSub,"Three specialized paths, one platform",ثلاثة مسارات متخصصة، منصة واحدة,,
home,indTitle,Built For Your Industry,مصمّم لقطاعك,,
home,priceCta,Get a Custom Quote,احصل على عرض سعر مخصص,,
home,priceSub,"Pilot programs start from $4,800 for 25 VIP cards with full portal and dashboard access. Pricing scales with portfolio size.","تبدأ برامج التجربة من ٤,٨٠٠ دولار لـ ٢٥ بطاقة VIP مع بوابة كاملة ولوحة تحكم. يتوسّع التسعير مع حجم المحفظة.",,
home,priceTitle,Enterprise Pricing,تسعير المؤسسات,,
home,proc1d,"We assess your portfolio, current pain points, and pilot scope. 30 minutes.",نُقيّم محفظتك، نقاط الضعف الحالية، ونطاق التجربة. ٣٠ دقيقة.,,
home,proc1t,Discovery Call,مكالمة الاكتشاف,,
home,proc2d,"Portal branding, content handoff, VIP list curation, card design approval. 2 weeks.",تصميم البوابة، تسليم المحتوى، اختيار قائمة VIP، واعتماد تصميم البطاقة. أسبوعان.,,
home,proc2t,Pilot Setup,إعداد التجربة,,
home,proc3d,"NFC cards encoded, premium boxes assembled, delivered to your selected VIPs.",ترميز بطاقات NFC، تجميع الصناديق الفاخرة، وتوصيلها إلى عملائك المختارين.,,
home,proc3t,Premium Box Delivery,توصيل الصندوق الفاخر,,
home,proc4d,"Measure booked viewings uplift, decision speed, and VIP engagement vs control group.",قياس ارتفاع حجوزات المعاينة، سرعة اتخاذ القرار، وتفاعل VIP مقابل المجموعة الضابطة.,,
home,proc4t,90-Day Review,مراجعة ٩٠ يوماً,,
home,procSub,A proven 4-step process,عملية مُثبتة من ٤ خطوات,,
home,procTitle,From Pilot to Scale,من التجربة إلى التوسّع,,
home,shiftDesc,"What if you stopped treating the website as a brochure, and instead treated it as a private experience for selected prospects? Not everyone — only those you intentionally invite. Selected prospects receive a premium box with an NFC card. When they tap, they access a private digital experience. This establishes consent, exclusivity, and trust before any tracking happens.",ماذا لو توقفت عن التعامل مع الموقع كمنشور دعائي، وبدلاً من ذلك عاملته كتجربة خاصة لعملاء مُختارين؟ ليس الجميع — فقط مَن تدعوهم عمداً. يتلقى العملاء المختارون صندوقاً فاخراً مع بطاقة NFC. عند النقر، يصلون إلى تجربة رقمية خاصة تؤسّس الموافقة والحصرية والثقة قبل أي تتبّع.,,
